Subject,System,Stimuli,Parcel,Average_  1,Average_  2,Average_  3,Average_  4,Average_  5,Average_  6,Average_  7,Average_  8,Average_  9,Average_ 10,Average_ 11,Average_ 12,Average_ 13,Average_ 14,Average_ 15,Average_ 16,Average_ 17,Average_ 18,Average_ 19,Average_ 20,Average_ 21,Average_ 22,Average_ 23,Average_ 24,Average_ 25,Average_ 26,Average_ 27,Average_ 28,Average_ 29,Average_ 30,Average_ 31,Average_ 32,Average_ 33,Average_ 34,Average_ 35,Average_ 36,Average_ 37,Average_ 38,Average_ 39,Average_ 40,Average_ 41,Average_ 42,Average_ 43,Average_ 44,Average_ 45,Average_ 46,Average_ 47,Average_ 48,Average_ 49,Average_ 50,Average_ 51,Average_ 52,Average_ 53,Average_ 54,Average_ 55,Average_ 56,Average_ 57,Average_ 58,Average_ 59,Average_ 60,Average_ 61,Average_ 62,Average_ 63,Average_ 64,Average_ 65,Average_ 66,Average_ 67,Average_ 68,Average_ 69,Average_ 70,Average_ 71,Average_ 72,Average_ 73,Average_ 74,Average_ 75,Average_ 76,Average_ 77,Average_ 78,Average_ 79,Average_ 80,Average_ 81,Average_ 82,Average_ 83,Average_ 84,Average_ 85,Average_ 86,Average_ 87,Average_ 88,Average_ 89,Average_ 90,Average_ 91,Average_ 92,Average_ 93,Average_ 94,Average_ 95,Average_ 96,Average_ 97,Average_ 98,Average_ 99,Average_100,Average_101,Average_102,Average_103,Average_104,Average_105,Average_106,Average_107,Average_108,Average_109,Average_110,Average_111,Average_112,Average_113,Average_114,Average_115,Average_116,Average_117,Average_118,Average_119,Average_120,Average_121,Average_122,Average_123,Average_124,Average_125,Average_126,Average_127,Average_128,Average_129,Average_130,Average_131,Average_132,Average_133,Average_134,Average_135,Average_136,Average_137,Average_138,Average_139,Average_140,Average_141,Average_142,Average_143,Average_144,Average_145,Average_146,Average_147,Average_148,Average_149,Average_150
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,1,0.8437265196355366,0.41538651482308214,-0.48925252187219037,-1.12747678545339,-0.9583469689175298,-0.025560746851223934,1.0946350318544744,1.738091245478703,1.6454595784335455,1.121981393121466,0.7467867863364518,0.872082480030205,1.319961149674911,1.5252719339500351,1.0127144494011433,-0.1759717441927288,-1.4533658553468936,-2.0893419542373453,-1.7363308417127479,-0.6721251942264506,0.41957515454084815,0.9493959302630841,0.8134281397879137,0.3896561365609965,0.17622195172655586,0.3831163878069271,0.8009508869196642,1.024890083495728,0.8208864654873386,0.32219712937536615,-0.09522109256550387,-0.13675239830501848,0.16487219240280646,0.47860926726738673,0.4418898025763374,-0.05817879505714849,-0.8042047311481135,-1.4069633972654236,-1.5579939643156868,-1.1894906706735198,-0.46511675185948326,0.33194691687350786,0.9022086914251499,0.984391847013826,0.41087680333352916,-0.7884998613160953,-2.284853539186754,-3.4834751185359836,-3.7733038468828686,-2.8957074643690377,-1.1782045653702904,0.5905703626667397,1.626388110446779,1.6553518282777122,1.0797501962396163,0.6474145809153119,0.8496579444601755,1.5107982811909995,1.9133274477871158,1.3922606886765343,-0.055685395346600795,-1.6475880599445132,-2.3164805579199634,-1.4885102229646725,0.4545660581693195,2.397234033545644,3.2480530506400744,2.672996246494954,1.2648267646626676,0.047711405155095685,-0.2763637133349393,0.2414123526143641,0.9807423544599663,1.3389271297951855,1.2026348730006928,0.9241981075062782,0.8714821003224182,0.9933122840580306,0.8196304688510143,-0.08167592186088043,-1.5959941078024575,-2.985795565708717,-3.3801343436176077,-2.467883405721263,-0.8181789363955466,0.480566005601807,0.6221305981844286,-0.2986826770968405,-1.3590033786760385,-1.5429081284202328,-0.5709456657990813,0.8401760640896008,1.514988030582855,0.7488052364556661,-1.0986041456508109,-2.822789379133831,-3.2529001689221286,-2.1170585680481846,-0.23108817440386908,1.127825548915381,1.172640130622902,0.15342187732723364,-0.9011237999957786,-1.0188111298882603,-0.032834717656096704,1.326952140253108,2.0426440016024663,1.6179431141978955,0.45525287860721536,-0.4749121816003624,-0.3932322708282714,0.694931120257471,2.014628788762832,2.609562981822764,2.0438765898063966,0.7019218993621519,-0.5030807666244763,-0.7640966444806774,0.1057226034566536,1.6091172072659188,2.9311795707792045,3.4325754815435534,2.9384021757217713,1.6960834278901922,0.12314792726707609,-1.4295324748877105,-2.755157166608621,-3.728814124466875,-4.227523721570055,-4.131153189357889,-3.403187109254112,-2.172035308809409,-0.734467791379842,0.5355777993037872,1.3269992145395815,1.51256356204129,1.1990076263788851,0.6828391353528994,0.3176173633076486,0.3343088233466201,0.6969223058629263,1.0905988804665925,1.089638845318386,0.4401732834822298,-0.7153364061766976,-1.8503135280282814,-2.3453256660860173,-1.8962373903068372,-0.7572090156936334,0.3831938626798742
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,2,1.726348826212102,0.2142650824810924,-1.2471618920500422,-1.896461756750085,-1.5281053494833323,-0.5327069998729503,0.4318202772531016,0.8911742332081,0.8221297539428047,0.5771363086613088,0.5499957007323873,0.8405241610632203,1.1660764586480183,1.0853132828631025,0.3720850593827922,-0.7377990113207321,-1.624934479599583,-1.6641513941616848,-0.6588995363349202,0.9692211754662895,2.387790857032798,2.8453373330077905,2.1336155544495448,0.7115624688951105,-0.5994288568795494,-1.1499889486993866,-0.8673653469859869,-0.255870847117113,0.0019201205062530078,-0.442028197141407,-1.3412026786941222,-2.0339444603385597,-1.932105688057069,-0.9631465120219637,0.3584970575810849,1.2856382782217757,1.3613557862224934,0.729484832230099,0.007278401866266182,-0.18293420372306016,0.323247162967749,1.1129377270813219,1.5010147266432472,1.0279245917396298,-0.21507357823095102,-1.658130478023902,-2.64619295538842,-2.8474487573250955,-2.383307596989747,-1.6209319170628642,-0.8343216330669392,-0.02628652396044512,0.9506333389415823,2.0996180783058036,3.0919309684942506,3.385705566386981,2.5970547356824767,0.8475251871150458,-1.196702161097321,-2.66037184188956,-2.957216444714316,-2.1136355257282653,-0.7056469289136345,0.5269777822072735,1.108351503381099,1.0150278712911853,0.547306442569042,0.041503070628848567,-0.33197745586606275,-0.5558651168884217,-0.6151019882747968,-0.40024222410016363,0.21095479348267632,1.1569402810914078,2.0806328119046387,2.4604996602083076,1.9452023609787568,0.6594449983931135,-0.7731323661603804,-1.558818470997115,-1.2220694765491389,0.07609462907173853,1.6183059338223318,2.566082104355439,2.459516483134237,1.4501369452082562,0.12940595714353967,-0.900614857673645,-1.4003465177769634,-1.5596159026294347,-1.7465911902401638,-2.157252448479827,-2.6397591037996886,-2.8187638319086754,-2.4111398908941224,-1.4827988011569813,-0.4461986261484181,0.2049309398722032,0.23237547903567896,-0.18134015623009067,-0.5588494098006651,-0.458678322490947,0.2172148274043682,1.1490938571554705,1.8079375766710133,1.8061040498680254,1.15651056063415,0.26911059809693444,-0.3134573062603501,-0.2693508529457553,0.28977058695136815,0.8876990498653774,0.9958382943088467,0.39322543306939906,-0.6563924786731087,-1.530967968205611,-1.6112361724177997,-0.6574844955787833,1.0311270383582718,2.7735148325733756,3.8797065122374175,4.005145579919048,3.2710672455957566,2.0974432435528985,0.8887149644908549,-0.19636947119437242,-1.2354102010742343,-2.326111976528305,-3.3573789462961,-3.974523907420279,-3.7944846632836877,-2.7224719181828116,-1.1200746928138294,0.33714491702701854,1.0511206093447647,0.8829596178370646,0.2470254972791192,-0.17324622720479965,0.08969709009531586,0.9359678253344121,1.7386170919427926,1.7693339355461213,0.7296709917584734,-0.9794812735341404,-2.4516312452568405,-2.8229495920669074,-1.8231698988305254,0.032110912104447685,1.7372013318470154,2.3929247862991248
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,3,0.4530766797912735,0.09166685066412429,-0.3271554192646904,-0.5749360185015846,-0.5265406995533487,-0.22235897841636795,0.16439376284708143,0.4360313546164213,0.4869279138290802,0.3545701471534935,0.17536625062191002,0.08102223895666366,0.11165093117066331,0.20628772240534826,0.2708815819004903,0.2641458082189028,0.2295231295976083,0.24711582457294334,0.3469824672148034,0.46015088368408585,0.4560922418242773,0.24506552253119848,-0.13380940506436131,-0.5147694559025301,-0.7086232639345769,-0.6381702176924493,-0.40499937436087186,-0.23004283393557007,-0.30008281234005596,-0.6240640473426193,-1.0031956075313124,-1.1448503816752016,-0.8524034857699597,-0.16855957618335615,0.6243315925884589,1.1541265587548952,1.1715022305552092,0.6978226708802017,0.01860573667579809,-0.47594386386697657,-0.5124045775989322,-0.09034088819533133,0.5175895779771177,0.9241788720686894,0.8562348783645477,0.32145047494889917,-0.38688243741824013,-0.8561119107290398,-0.7980451238140263,-0.22509575242529045,0.5518644878552673,1.107982522480794,1.1594887448386666,0.7280882227209371,0.10823319307402582,-0.340187479616017,-0.4325350291297041,-0.2675920508650912,-0.1289165358789064,-0.25258497757887516,-0.6332534614925247,-1.0158970756707966,-1.0857520830389615,-0.7196337507244803,-0.10889048514985228,0.3486667115090264,0.32288908286372553,-0.19999991887802812,-0.8760927733650582,-1.2098065065503172,-0.873417943967758,0.07421868286296926,1.2145101316021503,2.018350067394282,2.1490533423131786,1.6270326134084876,0.7709745572426835,-0.017479255417915614,-0.46996698485737715,-0.5409219066134175,-0.3508374327132982,-0.06296765054198536,0.20579443744862,0.39611980429775007,0.47096754473357183,0.39448301836445526,0.1531023725967955,-0.20802553904217644,-0.5826285922824329,-0.8539116997208849,-0.9643170832329102,-0.9463360800432998,-0.8852603922824602,-0.8426692063441953,-0.8047017749096896,-0.6992486948021561,-0.4671950130865003,-0.12593931252942295,0.23003813930208217,0.492044348898973,0.6089915372557133,0.6072310876554331,0.5456888795503088,0.45346202673642216,0.31363041135104924,0.11275957809207407,-0.0918708200490958,-0.16367075028451714,0.029519335945715774,0.4894951645511429,1.0238566374456561,1.31965071108897,1.130278351112596,0.45527754643478907,-0.42089412623160594,-1.0761279230937362,-1.1981079267287575,-0.7699535732233042,-0.07019203699923851,0.5097654349095112,0.7036225875789249,0.5054379736853613,0.12474900607422397,-0.18633381847128574,-0.3001444215172071,-0.2619362205355051,-0.2070134299480029,-0.23110098429527637,-0.32096809442343843,-0.39037374563112454,-0.376144979602179,-0.30396017741814657,-0.2655284730214122,-0.3273729336750064,-0.4506235608478656,-0.49432816711959204,-0.30925254979976324,0.1424307223484927,0.7291069108413885,1.1997628589538303,1.3155231092729278,0.9833723715430981,0.31358254046456235,-0.4293259686689723,-0.9517007414251566,-1.0651294991525042,-0.7658242639926037,-0.22690779640263803,0.2875489156553207,0.54570018982112
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,4,0.4521003601154209,-0.020059341429926766,-0.31501668183546927,-0.506264694697327,-0.7216616762646785,-0.9740719878528681,-1.1206142079466694,-0.9687100217629147,-0.43514790444945295,0.3599391518665167,1.1218759131488494,1.5085098896589544,1.2858386461312572,0.4454405970341112,-0.7589116195578955,-1.8762931997111687,-2.4222802282220477,-2.0965612255450754,-0.959366741269413,0.5450342741054354,1.7713645169459697,2.195217708746592,1.6979243443244034,0.6336152337388032,-0.3778576701750151,-0.8092906147086372,-0.5083575001736689,0.26972013434602155,1.0745454039217697,1.545168808580234,1.5643349120600356,1.206907557706452,0.5819248453455252,-0.2575041528729748,-1.2492518549474576,-2.1843389046430173,-2.674872601285784,-2.332868640931944,-1.0722177259028993,0.7020487018964356,2.2149053677916526,2.7329835960848463,2.011711166964637,0.4628899375959817,-1.0926938176982932,-1.9284283329215315,-1.825001216462503,-1.1155049719543766,-0.35813280519925883,0.09721970424547585,0.32013727558724997,0.648888604518854,1.3241312139926271,2.2134034665922324,2.847834463334746,2.739745237507547,1.7332706074385593,0.12557963624001584,-1.5171452491026787,-2.6947361050898,-3.211895067058504,-3.1770907508002386,-2.816982357742058,-2.2895887458625817,-1.6418237194522387,-0.904602079732447,-0.19306238534886183,0.3123613359613551,0.5024972636101463,0.4675616587874376,0.4815439514272536,0.8238569012610242,1.5611250326296107,2.457301589805219,3.0894028070900177,3.0933627240152823,2.3727386065241363,1.1403620833349932,-0.20966542549172623,-1.291763207823452,-1.8601530863230842,-1.8383629032721123,-1.2892558999721788,-0.3871093357783846,0.5966090288556491,1.3360620888655022,1.5574573763749666,1.175683979741815,0.36615569615322685,-0.5068995600359307,-1.086984870598341,-1.2248482892600199,-1.0418770337373846,-0.8119835917165296,-0.7517111430604321,-0.8757074983842257,-1.0182222507738818,-0.987265535340541,-0.7175868333058639,-0.303010420811673,0.09979490987025201,0.3954365348598609,0.5894976625632908,0.7220219930840863,0.7784972295617788,0.6825768902241381,0.38963103072407346,-0.01078020408458542,-0.30310644957288685,-0.2920546896315904,0.021747616120976292,0.3984592639035933,0.5172255516673128,0.23244496817804045,-0.28006782539030406,-0.6285238592471514,-0.503953598271538,0.05836267031780962,0.677911090835308,0.9126674516721525,0.614300741519158,0.06396262633303801,-0.24153381306160654,-0.0011349646348713172,0.6098851748742163,1.0350300195290603,0.7603842891610435,-0.2527502362939736,-1.4758284576651124,-2.15981758269352,-1.875388827909612,-0.8366087710614213,0.24933680104505684,0.7042567243592607,0.3810562352404102,-0.2378598190921669,-0.42513496574635307,0.21311010493793422,1.4033733037533238,2.3703922277817684,2.383026335812691,1.2808860596993732,-0.39674977409756845,-1.7612104891488949,-2.1425981492269783,-1.4783707117454874,-0.2801217014280458,0.7519611914357585,1.1671362620778383,0.9615420573597981
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,5,0.7802483192405335,0.426469952605069,-0.018013681432314438,-0.5861269856720943,-1.1932906045112759,-1.6309794063460739,-1.6721474448328508,-1.2072228906945384,-0.31590473347836556,0.7588131726421553,1.6980154789245503,2.2010970661307083,2.065015761510414,1.257083415046937,-0.02554170844172511,-1.3602215777123894,-2.225783609538613,-2.241832441008335,-1.401519941707888,-0.12879013893132865,0.92734240766559894,1.2683598025725908,0.8513598304579157,0.10103976923753233,-0.398672968514695,-0.3221481292755069,0.1765895132541439,0.6061081951210165,0.5352307318774846,-0.06266633468433558,-0.7891116354080355,-1.1392678928917603,-0.9035212298142997,-0.3266767940025174,0.10558841833570863,0.07860063738189638,-0.2820592452361084,-0.5128750971360954,-0.21079909596044352,0.5974685366176452,1.427539246458122,1.6910289341638631,1.1576672240899986,0.1541724055457641,-0.6692152971894864,-0.828719411017921,-0.3680674426312394,0.19707396069733316,0.3084295774289571,-0.17413666829302468,-0.8503705996074987,-1.0975756470887812,-0.5795441526330679,0.4570807934711304,1.3379713490002734,1.4541435999751282,0.716488773961935,-0.37353975412107127,-1.0866601512945422,-0.9845066414598156,-0.20942453678478212,0.6544391911011189,1.0235150382607519,0.7216961724368636,0.06257025338709354,-0.42447073580971095,-0.39657689146149683,0.07016359229900819,0.5662061053581591,0.6607720517858979,0.2033197439433185,-0.5862576993839705,-1.272255238131894,-1.4749152778736863,-1.0820279223296572,-0.2919590277090131,0.5064052500084097,0.9325807729208677,0.7934836930876105,0.17139753573129007,-0.6115549279313521,-1.1441388101238237,-1.135433974888121,-0.5818949556799934,0.21309244683395853,0.8051830280626959,0.8807151832289117,0.46345239613369543,-0.09556667860049535,-0.35830002093537,-0.11305589098500445,0.46617194364080206,0.9421237692380707,0.9385003978318042,0.42629833771463704,-0.24805609309816432,-0.6192571183628923,-0.449312470798545,0.10418420566437657,0.6259960867374663,0.7724077654728556,0.5250598331639433,0.16789199009380193,0.015841712990282652,0.13034523892052033,0.2669812447138076,0.1035493657725644,-0.44485747741590087,-1.0998525115291533,-1.4079138749505493,-1.1038387930705487,-0.35296646161826656,0.3393286852618022,0.4973694620968993,0.03992141541504465,-0.6496411465546664,-1.0081682978197932,-0.7122322187437128,0.09345545493210118,0.9293138423064888,1.357369439840755,1.294083325941114,1.0155887287931846,0.8697814309562091,0.9491877531194511,1.003637633748654,0.6658535487307852,-0.20061410212998881,-1.3250581843620988,-2.17882405809702,-2.3384102496373305,-1.7783573775223511,-0.8690396455691799,-0.09229175814920489,0.2924953360548791,0.3737077792363433,0.42766335365526814,0.6299704828724155,0.8880785487811355,0.9299039476215566,0.5633900386712734,-0.11838125853854067,-0.7612707207445055,-0.9864747320671621,-0.6520502389531055,0.0600758251556031,0.7850301299750915,1.2197246971327866,1.282107926412102,1.0848007091485403
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,6,0.6660004175454378,0.24087241418659688,-0.46268493215553463,-1.1660091006755828,-1.6585984814167023,-1.8358503986895085,-1.6905308532714844,-1.2851524126529694,-0.7217653077095747,-0.11696409957483411,0.41381015852093694,0.7650481963716448,0.8547753308713436,0.6544428771734238,0.22727795526385308,-0.2587979544699192,-0.5806671702116728,-0.5708968436252326,-0.2301330700702965,0.2468779394729063,0.5771337213367224,0.5761554349213839,0.2965331346169114,0.002730509638786316,-0.02026269127614796,0.3070365099608898,0.7738717616349459,1.0170138607919217,0.790271063670516,0.16080414129421114,-0.5285359596088529,-0.9121466724574566,-0.8750571900233627,-0.6259853491932154,-0.5049937560781836,-0.6789289765339345,-0.9791809226199985,-1.0285648264735938,-0.5659380646422505,0.29785091277211906,1.1189313663635403,1.4457879000902176,1.179213970899582,0.6676366806065198,0.43930061608552934,0.7689349205046893,1.427021761238575,1.8312252940610052,1.5024774737656117,0.47323819520883265,-0.6858197747543454,-1.2645754160080105,-0.9436551314592362,-0.046203298065811395,0.692654500156641,0.6704345931112766,-0.13870808456093073,-1.179702850971371,-1.7503818068653345,-1.53323466360569,-0.8144122175499797,-0.23002228405326605,-0.25108503200113774,-0.8169418064504862,-1.3997362405061722,-1.4367633792757988,-0.7803303243219852,0.18909561581909656,0.865938418302685,0.8893078728578985,0.407368679237552,-0.06281965337693692,-0.056560132782906294,0.4733997233398259,1.1280657263007015,1.3785035774111747,0.971690700907493,0.11635026668664068,-0.6762648973427713,-0.9564963589236141,-0.6272628069669008,0.03427831664681435,0.6036032285913825,0.7904695847257972,0.5766553145647049,0.15241673188284038,-0.2505404070019722,-0.48540709778666496,-0.5088618338666856,-0.3352074943110347,-0.009400570392608642,0.3720549410581589,0.6435405463725329,0.6240615718998015,0.24114880453795196,-0.3653703087568283,-0.8671027956157923,-0.9203770244121552,-0.3877746923081577,0.5490132679603994,1.4753527812659741,1.9775741255283357,1.8679359501600266,1.2571194163709878,0.4476706400047988,-0.2543345832452178,-0.676642270758748,-0.8023952365107835,-0.7113851703330875,-0.5201560860872269,-0.3605842703673989,-0.36803865287452936,-0.6310033483803272,-1.107753175906837,-1.5857062381505966,-1.7620820588618518,-1.4349964387435465,-0.6801550751924514,0.1411513470124919,0.5918088012188673,0.46217134401202203,-0.057765183746814726,-0.49026134526357057,-0.4106481372565031,0.22626756243407725,1.0286789579130708,1.4419212758541107,1.1608362039923668,0.36731023743748664,-0.3989575778692961,-0.6496505725942552,-0.3268540658801794,0.14756289353594185,0.2060853510722518,-0.39012808503583074,-1.3002569535374642,-1.7856346266716718,-1.2166333557665348,0.4478861677646637,2.5518498384952544,4.091911088228226,4.299693283438683,3.079943907558918,1.038334555849433,-0.8894488172978163,-1.9506341123580933,-1.9194143016636371,-1.1080383395031095,-0.10326924148947,0.5700985030527227
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,9,0.09946911114997961,-0.2957443328121224,-0.34587195982132946,-0.3081304621714931,-0.4335822945393555,-0.7262713929411728,-0.9211012197465442,-0.6830402878322849,0.12924283378765927,1.3212952762170955,2.428565825998515,2.939048452856573,2.543330928226849,1.291747419717344,-0.40122696505607786,-1.9038971643055882,-2.61960201780102,-2.259238132871352,-1.0148709126756534,0.4806693262747816,1.4423585980711084,1.358433965738309,0.3176038478299774,-0.9902807360531779,-1.6534767427339077,-1.0991782224023934,0.515545364217581,2.35692449627226,3.404730315949466,3.073032693148733,1.554758542641024,-0.3339193651268074,-1.6909608585877463,-2.0727245276772863,-1.6843891172325827,-1.1240415608359349,-0.9058241621666664,-1.1206985106859524,-1.456117927608592,-1.5101792415654338,-1.1273608578469705,-0.5013851304748306,0.0010025134217833077,0.12405980720713332,-0.1132527393507058,-0.47365451354936167,-0.6912733910118675,-0.6233569454561148,-0.26556846267870954,0.3237056172712966,1.0710054743732955,1.8489731195139456,2.417957808696539,2.470325513398862,1.8153005120856267,0.5857087458139872,-0.729275557682388,-1.522473670139506,-1.4573126473875195,-0.7268854538859749,0.043757384408030425,0.22691730940966187,-0.3391411154874944,-1.197869742905872,-1.5813839412420183,-0.9770549141910968,0.45777423570754827,1.9526524077933114,2.6328649077740676,2.1239424048511832,0.8162695642325792,-0.4041438497134132,-0.768096223591013,-0.14460393911026218,0.890225455668327,1.4706475609108,1.0406331003954012,-0.2778891868016741,-1.7783936587338511,-2.630640575343424,-2.3836991037871385,-1.1940560547450372,0.3257029262279068,1.4941749153784603,1.923295870580635,1.657121041907115,1.0553955634015504,0.5357590061801208,0.33543870286378374,0.406489657900959,0.4733458001938489,0.20797904983565613,-0.5650739892394291,-1.7339478862715196,-2.912441767114508,-3.6137897113153525,-3.5072331457726054,-2.612332013469223,-1.3012643602030638,-0.09018630328009257,0.6554736415058509,0.9056381883921923,0.9123667672041569,0.9628423901006311,1.1319775147204127,1.2331515347232689,1.0110043132056792,0.42070548194418617,-0.24536677280772343,-0.513246022718581,-0.07003858645220061,0.9647994264205163,2.062386010312014,2.6081886158601657,2.3019592670707016,1.3457407565569286,0.28916875007856,-0.3432674529282628,-0.3652705305448926,0.0298594035258567,0.4877239802017439,0.7639011783475006,0.8287284444379914,0.757069744538885,0.5511577559618263,0.09505155843657416,-0.6985230731803018,-1.6884107868615035,-2.469801696134849,-2.5954108456703455,-1.9141513230362992,-0.7526121995755816,0.24440895054522935,0.5363720893306104,0.06951597261217397,-0.6800099252911939,-1.0558732727548812,-0.7138627550789146,0.11442924394935101,0.7927829489271316,0.7633841861215597,-0.020957030590858544,-1.0415839946216292,-1.5772635670764759,-1.2144686832755536,-0.13038604760223682,1.046311767654376,1.6757682827007663,1.5173013222378653,0.8255610177712934
513_FED_20161215_3T2_PL2017,MD_funct,Rest.,10,1.0477199621128899,0.337785313503684,-0.516971643242165,-0.8405240961426333,-0.38988895907419857,0.5142783211311918,1.2536334851922577,1.3678912009164672,0.8662977594447988,0.17835693278660378,-0.20121686290280122,-0.09592755984292192,0.22913061273337576,0.28997858736128485,-0.22164936299653815,-1.1705037268594325,-2.0372237230617904,-2.2635594719532715,-1.6370084524657056,-0.445494567728945,0.7006578839149411,1.2526378844365236,1.0551994081536833,0.41780985947034815,-0.10332799453315569,-0.05778487419111787,0.6351141706322327,1.659121892116395,2.5046858566152004,2.765130881147824,2.34948536111504,1.5005018914393304,0.6250641054228545,0.04859667789290538,-0.15793877204941734,-0.17722608906551057,-0.2763863455173299,-0.5830033714646051,-0.9639074885577873,-1.10687757574132,-0.7699557283132529,-0.03206790951684914,0.6515479116207676,0.6742392526821023,-0.32632572174489344,-2.1566931868953105,-4.075026897775156,-5.1568422042823965,-4.811725374641792,-3.121960064505272,-0.7779214936912856,1.3456845256061092,2.6828075867885626,3.207257886047525,3.2695898413089397,3.199806347863782,3.0027793226070445,2.3870820992367943,1.095554169282227,-0.7405938476267206,-2.529418898598853,-3.51750331666112,-3.259772216493581,-1.919159189371378,-0.1756819142985487,1.1895071408722038,1.7389362521096206,1.5540688029980956,1.0593743420018797,0.67152708157442,0.5494804395156564,0.5998839313690444,0.6677135083369399,0.7057602129060225,0.7729079819902891,0.894105751195368,0.9526301754600637,0.752364801739416,0.21562661813055436,-0.4694341802543015,-0.9216426057473261,-0.8452732418300928,-0.3014612297240749,0.27188003888669476,0.3534075938024186,-0.253672652762933,-1.2194617259252163,-1.8783060863154049,-1.700687745634618,-0.7013422600787521,0.5343009898671288,1.2444273322706914,1.0240620155783213,0.10310199272370975,-0.8363474942814871,-1.1619258732937807,-0.7333068027813936,0.03969850219103671,0.5471533132043405,0.45105939889302993,-0.08613397295375855,-0.5764349197243689,-0.6229345916892443,-0.23463086501001168,0.2078609180733865,0.2937011749249037,-0.05883206942405447,-0.5234423890821257,-0.63466509301796,-0.18850719641309654,0.550790608757467,1.0146344419303361,0.7526805827455743,-0.2010812588603622,-1.2972241589354006,-1.8081012712051006,-1.3005406422014454,0.08056923646228649,1.7014055327795512,2.82425861107067,3.022344685694601,2.36429926048376,1.2859397564917499,0.27661511251992016,-0.394954873994526,-0.7536824375625615,-0.9859899117148649,-1.2322729803792394,-1.4605567868095146,-1.498895762052207,-1.1868408032202424,-0.5297918527970048,0.25529764416898926,0.8411590987247707,0.9825439886506955,0.6820028116141562,0.21661669322059657,-0.012602554060727283,0.2618891139592947,0.9630270465531886,1.6548164995314918,1.770815210504595,0.9743084061461911,-0.5712612795669576,-2.2186359947360104,-3.1702775037029887,-2.946612935162531,-1.693379319474959,-0.11317781740728453,0.9554104289731945
