Subject,System,Stimuli,Parcel,Average_  1,Average_  2,Average_  3,Average_  4,Average_  5,Average_  6,Average_  7,Average_  8,Average_  9,Average_ 10,Average_ 11,Average_ 12,Average_ 13,Average_ 14,Average_ 15,Average_ 16,Average_ 17,Average_ 18,Average_ 19,Average_ 20,Average_ 21,Average_ 22,Average_ 23,Average_ 24,Average_ 25,Average_ 26,Average_ 27,Average_ 28,Average_ 29,Average_ 30,Average_ 31,Average_ 32,Average_ 33,Average_ 34,Average_ 35,Average_ 36,Average_ 37,Average_ 38,Average_ 39,Average_ 40,Average_ 41,Average_ 42,Average_ 43,Average_ 44,Average_ 45,Average_ 46,Average_ 47,Average_ 48,Average_ 49,Average_ 50,Average_ 51,Average_ 52,Average_ 53,Average_ 54,Average_ 55,Average_ 56,Average_ 57,Average_ 58,Average_ 59,Average_ 60,Average_ 61,Average_ 62,Average_ 63,Average_ 64,Average_ 65,Average_ 66,Average_ 67,Average_ 68,Average_ 69,Average_ 70,Average_ 71,Average_ 72,Average_ 73,Average_ 74,Average_ 75,Average_ 76,Average_ 77,Average_ 78,Average_ 79,Average_ 80,Average_ 81,Average_ 82,Average_ 83,Average_ 84,Average_ 85,Average_ 86,Average_ 87,Average_ 88,Average_ 89,Average_ 90,Average_ 91,Average_ 92,Average_ 93,Average_ 94,Average_ 95,Average_ 96,Average_ 97,Average_ 98,Average_ 99,Average_100,Average_101,Average_102,Average_103,Average_104,Average_105,Average_106,Average_107,Average_108,Average_109,Average_110,Average_111,Average_112,Average_113,Average_114,Average_115,Average_116,Average_117,Average_118,Average_119,Average_120,Average_121,Average_122,Average_123,Average_124,Average_125,Average_126,Average_127,Average_128,Average_129,Average_130,Average_131,Average_132,Average_133,Average_134,Average_135,Average_136,Average_137,Average_138,Average_139,Average_140,Average_141,Average_142
513_FED_20161215_3T2_PL2017,MD_funct,Alice,1,-1.9477697757626824,-0.9010021231655927,0.6310135924292705,1.9625806577975238,2.31160517810502,1.3173151375189471,-0.618247504337231,-2.4628972594449414,-3.1352822742648896,-2.168994509380405,-0.00857842099632555,2.2667147567643067,3.595637675293403,3.5167319179099947,2.3125126283097117,0.6863039006097972,-0.7333822659888788,-1.6952193627357954,-2.277473823459748,-2.627272307403574,-2.7591436505977867,-2.5744826096428346,-2.032272721062226,-1.2655581801611033,-0.5108334850166228,0.08395091312454094,0.5770704111485164,1.1445786268462108,1.8536235450425103,2.513010637080179,2.7664873798153824,2.379786283582378,1.4818877877054524,0.5323932818208211,0.006230914036307154,0.03385104120272813,0.2941907109032515,0.2661958473015435,-0.34673760283054617,-1.354574474588013,-2.1943659643536506,-2.336181307395425,-1.6665865599865954,-0.5580004945297171,0.41379115531291766,0.8683987341208171,0.8286259128087307,0.6068575996044976,0.5051307092450229,0.5940944491826659,0.7337538408669584,0.7703572106500498,0.6971664819220977,0.626225087070201,0.6173482905097801,0.5578588895959473,0.24141062656535378,-0.4040686223054153,-1.1552236341404187,-1.58465803495455,-1.3751357040894099,-0.6106818788154404,0.2183560951365323,0.5419854321036652,0.13477959431651862,-0.6999103608918436,-1.348598487354532,-1.3507731426177145,-0.7429501048682694,-0.007091051841131117,0.33651684254785125,0.1609524318641877,-0.16676286893507725,-0.10510979222157334,0.5778438801264179,1.5527565767964986,2.1282688545558273,1.7623529152260928,0.4959011673797629,-1.0270571354953455,-1.9739145386398216,-1.8686037869216237,-0.8762423319022961,0.3558337014243655,1.1540925309498193,1.2288576394539101,0.7670752694755144,0.19675566286107973,-0.15352967108682364,-0.23948889859344905,-0.230714259063825,-0.29438468862230643,-0.4327030113084784,-0.49469839032928026,-0.32364002041330064,0.10016857502640142,0.6346903777728446,1.0714896456350254,1.2606823315183762,1.1718709870029382,0.8679409588227355,0.44014153323875654,-0.033063167735604165,-0.48206867265840697,-0.8236341534412313,-0.958013319180795,-0.7990531441555182,-0.32105351358982204,0.4023513237481548,1.1835789533756391,1.7416440893436158,1.7713589431128547,1.0656988541006194,-0.3424061343073845,-2.1018594639918096,-3.619519439892979,-4.30846029504945,-3.89959908489468,-2.621265603040781,-1.0956491484035609,0.022540294868824414,0.44556112082179966,0.41289043026693356,0.4824994449374042,1.0871445662583685,2.174531097143087,3.204307312782724,3.5176894820377798,2.8156388378878936,1.3948622791296978,-0.03123222573342014,-0.7921372787254757,-0.6662286308228592,0.04261080899476251,0.7728011607098145,1.0828724484183365,0.8602139752358198,0.2587112241425173,-0.504582687160236,-1.2773446479387864,-1.9293975174179465,-2.2461462461330655
513_FED_20161215_3T2_PL2017,MD_funct,Alice,2,-1.5840392476697078,-1.262893972939801,-0.2605281611797453,0.8785263751686989,1.2907141986859685,0.4751411440204187,-1.2088879699251434,-2.672608237756395,-2.819988094527146,-1.343421395793129,1.0103266394172592,2.9160818120186356,3.339424915354827,2.1643770519515564,0.15346848521510076,-1.6634647849005186,-2.663578817053516,-2.8750817734619667,-2.694497372055876,-2.4083842689963593,-1.9584047760086498,-1.1163639609070344,0.15184157298899245,1.5123519029939312,2.4620139016502205,2.724596713765942,2.4798995968082855,2.2079642240343422,2.2769310134409486,2.6345321385553855,2.8718483412060243,2.5970662432938854,1.7840151655776748,0.7890247270068818,0.031949501275887776,-0.36085814092008545,-0.6250743271633127,-1.0816930767105915,-1.7806540542635425,-2.4088291298255498,-2.563887653037392,-2.1490297993195466,-1.512546197864516,-1.1728253993152202,-1.3504597980143696,-1.730371464172314,-1.7006190032751738,-0.8968688254512247,0.41352393079934446,1.4706472809287323,1.6108647063160422,0.828709222306765,-0.17640711465614967,-0.5433364756854957,0.045432979733436955,1.0847242603870644,1.647721917785961,1.156235559575859,-0.11286092956347027,-1.2166118058001345,-1.2926913876643127,-0.25989451601930047,1.101686518451991,1.7577828187709568,1.2174533767754148,-0.1256312626339067,-1.3660753299749788,-1.8340418722437717,-1.5757464041141258,-1.1740358326712559,-1.098405327091272,-1.1888779545010164,-0.7645646862942597,0.7042377733079523,2.9411394727127305,4.839504433860039,5.179543157504208,3.5654299346537424,0.8307981776266262,-1.458003307235074,-2.0703647461032024,-0.9603843020553562,0.7410672968360542,1.5775250072280567,0.8121567172608499,-1.1074940289341277,-2.971142535708074,-3.7397366687227254,-3.2588546560413536,-2.239143576601456,-1.5868861366106175,-1.6559510327789975,-2.0060128562323665,-1.8166035436222265,-0.5918543296812595,1.403456458500747,3.2909387431867505,4.166026597050415,3.677574194196997,2.2049350990303633,0.5641747770467024,-0.5007340073928066,-0.6925331409806492,-0.2093871770662138,0.4794865903155557,0.9335514793879,0.93912823577465,0.544910927784854,-0.02661818379921646,-0.5209656823212387,-0.7853345745510754,-0.8430776032565654,-0.8672054531695,-1.0503273306149539,-1.4407942066418713,-1.8667932210554337,-2.0331694824171476,-1.7470976164907046,-1.1022152393285571,-0.4488672002582629,-0.13431306016342393,-0.200803429162497,-0.3026164664362354,0.04547110722325314,1.0495075912632306,2.382585023497713,3.3376672486292907,3.3155176495683603,2.28828506420056,0.8649046968283325,-0.12074695975016589,-0.1989725050998145,0.42172770750248567,1.0573389975503944,1.0980807769743877,0.4602343679898172,-0.4139630252217082,-0.979336286755814,-1.0522628896602098,-0.9134263414361021,-0.9735878464102146,-1.32116206850985
513_FED_20161215_3T2_PL2017,MD_funct,Alice,3,0.10084682125346484,-0.23567520653375904,-0.35329661221318953,-0.08306741721714167,0.38504787000852664,0.6730654193340121,0.537204568752566,0.07011031485917801,-0.37515990461248,-0.4642018370481359,-0.13114929299902273,0.392457578920388,0.7716247183144898,0.8121841775907858,0.563242424896138,0.2215232526430407,-0.05344502474936481,-0.24804193964479743,-0.4492147856115087,-0.7096358340633152,-0.9593671481754329,-1.0462696991256766,-0.8658443382009864,-0.46241916578288217,-0.012357089183972898,0.2962439748320124,0.3877979775236265,0.3313133998056622,0.26516487424236695,0.2835654871777405,0.37307101913501284,0.4363123072764358,0.3710056239663548,0.14210663403610926,-0.19364695331534823,-0.5114223800876455,-0.6695971235670652,-0.5711882771873796,-0.22188172717201146,0.24059762800666126,0.5822520725778304,0.5880119351173021,0.20948358352698787,-0.3570702981441345,-0.7506362647824997,-0.6695180218666792,-0.10048854844392957,0.6269489289764818,1.03814740579676,0.8495320250827668,0.19909191224724054,-0.4235394877708844,-0.5256397689164087,0.008548761403339135,0.802353232620737,1.246046767497712,0.9516700458637363,0.05827528127544635,-0.856407298479934,-1.2010835985703445,-0.8091531785809107,-0.05013716213304449,0.47109571733587496,0.3867946417146438,-0.16481362041589376,-0.6822295327280724,-0.7280699883310778,-0.285142933773632,0.2501512657649614,0.4236123998322197,0.1225266774763932,-0.32334402334448453,-0.4294628531395181,0.006994733599492827,0.6945365271908609,1.0523619673189681,0.68074500275071,-0.28308933938073144,-1.2224001367953983,-1.4831092653770905,-0.8630430484190583,0.23041336923032193,1.073995528314766,1.144212084746844,0.4639060426679616,-0.46488200606325186,-1.059619709128841,-1.0629640734326598,-0.6562014303635806,-0.23476542683469281,-0.06418554542737233,-0.10021310944009472,-0.09081950549640365,0.16330216358088562,0.6262800046116919,1.0654631397636556,1.2522926521865096,1.1380000687581864,0.8606023522395942,0.6012914991124244,0.43573940791995136,0.3109682455809938,0.14812725857277778,-0.046271453611552715,-0.17593526499144532,-0.1597524889858087,-0.03730936799626294,0.03714396143835541,-0.082594868693205,-0.40470722019420685,-0.7836057796470217,-1.0360622549479879,-1.0838549367680743,-0.9923782758414745,-0.8738506128130531,-0.7556103171113677,-0.5516143319373196,-0.17644538199277343,0.3063425371876439,0.6637080638241526,0.6587378771321194,0.28079921461490764,-0.1728404332392824,-0.2793301668622204,0.171298205122553,0.9508909623616854,1.4964911209236882,1.307981965509621,0.3540270690982406,-0.8397916986581844,-1.5221782032859739,-1.2434730961717464,-0.18872161827528397,0.9412737393097298,1.4204203656849426,0.996973323837124,0.03595968728532662,-0.7854881569856426,-0.9813046940677875,-0.5733000769254726,-0.0015684692881296615,0.2665911982138012
513_FED_20161215_3T2_PL2017,MD_funct,Alice,4,-1.273952337178505,-1.0541131026111543,-0.5302590496243081,0.06219150835467088,0.3606927289575752,0.11657702695681817,-0.5859468908256127,-1.3120669583893485,-1.5117961715104886,-0.8753175951850911,0.42910927423379486,1.808822858416372,2.5726599866582545,2.3233877822549807,1.1673045567650762,-0.3789162165950984,-1.6990372162622711,-2.389635422391196,-2.388176940884053,-1.8842207310307357,-1.1312704532433093,-0.3132905665759204,0.4666062836224834,1.127634656558641,1.5826250724753157,1.7823158276784752,1.7803895302634272,1.7296905478307356,1.7799168139696122,1.9487538430425855,2.0827240310764563,1.960305051619394,1.4668514342331844,0.6978060159004397,-0.10368867655698624,-0.7301406261200706,-1.1596047430118133,-1.5379228330527743,-2.001480120461848,-2.4950280009872383,-2.7583377779228613,-2.5192723674492705,-1.7469698049904159,-0.7461080034366913,0.014040297699264355,0.2255293835524248,-0.029755287162131733,-0.3416626204840011,-0.2904774870826966,0.22233481036188701,0.8966300291423168,1.2763327505462156,1.1183756702734777,0.5853658027895209,0.1001498267093363,-0.018774459154034653,0.16764708186189334,0.27672156902133593,-0.03844165753366219,-0.7274431177621914,-1.2990859288929237,-1.171166296165514,-0.16051697929700215,1.2810158864491517,2.305371749483877,2.2383721250782,1.0674687564711753,-0.5231816315389652,-1.6081867573472362,-1.6372873109720079,-0.765433419136227,0.32785160115195644,0.9670009499208795,0.9441233752657556,0.5811331532274683,0.38384425287755825,0.597480249686891,1.0266606628610235,1.24413870825083,0.9865227257166731,0.3901048789318237,-0.13195693239362705,-0.2594653962128278,-0.059354959080357934,0.05507854425814003,-0.32407678646397675,-1.2268256384517169,-2.2286394618348115,-2.7482583357642096,-2.489410584895975,-1.6700426903837877,-0.8466337531442858,-0.46639367368900114,-0.5052006200369862,-0.489959015764503,0.09746744402736011,1.3453641146835353,2.7467777781628278,3.4963904282285108,3.049436762328777,1.534737250012242,-0.2885539756466945,-1.510372938748656,-1.648961772531685,-0.9250030791645663,-0.05089346842529873,0.2968226978762282,-0.06172563614737656,-0.7330626589142614,-1.0873384006942313,-0.7449584169830713,0.14158787464516032,1.0003850489233932,1.2486944227272438,0.6976471426172389,-0.3262561841816124,-1.2095973152201622,-1.454197385141419,-0.9732485040142719,-0.09726371564902365,0.68266435601181,1.0347468227458496,0.9515564723095546,0.674606796951654,0.4686157076748916,0.42771286965839356,0.44811427127181863,0.36268530677383143,0.112032843215598,-0.18865102977595397,-0.3350993831884504,-0.19707797147954503,0.17307461177309355,0.5701415041461587,0.7762192111928016,0.699414348630752,0.4073706509338485,0.04259585651258627,-0.2969035127924548,-0.6058609472096174,-0.9128860939811502,-1.1804264492665728
513_FED_20161215_3T2_PL2017,MD_funct,Alice,5,0.010730086406778461,-0.5843377950026051,-0.9918614347561208,-0.9766785025062478,-0.602835089126422,-0.1452108694733504,0.13559626034625313,0.1606467913644498,0.02787874058327254,-0.11794201792765628,-0.200587072135771,-0.22057947549311555,-0.18855191228966064,-0.0881545126082047,0.0766645716263584,0.20928164689308582,0.13536551864886218,-0.2577945557628375,-0.8610300227301195,-1.32926573316731,-1.2835578027100865,-0.6059249085922014,0.4140785741551286,1.2383296912645592,1.4606947611250423,1.1215520858737256,0.688408056000138,0.6867462006287978,1.2560132012072511,1.9906562133144368,2.217502135972609,1.5135474110994598,0.06313575345933821,-1.433788744335556,-2.2416062871822815,-2.090221760109724,-1.3168792212929796,-0.5583168130011901,-0.2591538116685115,-0.3928645803432172,-0.5947427756070871,-0.554076131166178,-0.3047135397380985,-0.16176807173007332,-0.3770989610827254,-0.8417021754704526,-1.1245113547877683,-0.8358059671762235,-0.002254033276318189,0.8918971130966812,1.2670639163869268,0.9290748786263388,0.2579593040418866,-0.08102634557358482,0.30870252429261147,1.1887560526545926,1.8290710791068918,1.5753988064688575,0.3998272273182492,-1.0148443926180548,-1.748920192315435,-1.3280146566822248,-0.09065183783497881,1.045785142146462,1.2478640561868601,0.36147380770896287,-0.9956631918629522,-1.8926698695046498,-1.7379212496144807,-0.6504070465452969,0.6847453891600975,1.5216002219959217,1.5283835347988368,0.9160068008966524,0.19570987102890605,-0.1970462399699232,-0.13299983845001193,0.23662823146921308,0.6624086146681186,0.9562544501009945,1.0322237083489787,0.8684756726005991,0.4845883451635018,-0.032803907141308576,-0.5149315416723873,-0.778550907421638,-0.7617913111907375,-0.6150388676426647,-0.6341831653981524,-1.04453306121286,-1.7870187654694103,-2.4898861462579056,-2.6826956896659206,-2.117264624657657,-0.9608642722425216,0.28955286901841376,1.1165194531683535,1.2921574003857506,0.9722787509329945,0.5278937147916568,0.26353440919432186,0.2396721576634959,0.31284267178681846,0.3274238613735446,0.2849399633705616,0.35667512730202255,0.7437299383609035,1.504066290683113,2.473047397126827,3.317697564318009,3.6723414536784675,3.276378017713261,2.070431754034122,0.24538054887328625,-1.7643676290754229,-3.3764539262183995,-4.06460262347451,-3.614026664290577,-2.284930984585491,-0.7400756769621855,0.28024420568116887,0.3678278961520204,-0.3234451496973634,-1.1987013269407565,-1.6273244576364316,-1.3543533562846921,-0.6267976636231384,0.04713283246383071,0.3105611856068101,0.21882127273891136,0.15112611259717276,0.457221702874556,1.1349049495218102,1.8049224694464903,2.0042103749086997,1.5579815713880474,0.7282318421810701,0.019780027416452545,-0.1981906292254708,0.046405999359729534,0.383123870483627,0.4110270801534438
513_FED_20161215_3T2_PL2017,MD_funct,Alice,6,0.4691016826033592,-0.15062434628605842,-0.8482877197489143,-1.255439531803131,-1.0932655940949916,-0.3572375588864088,0.6538304724916816,1.4894870997220278,1.7897103964537382,1.4718351758347126,0.7557686573266983,0.023629704378545283,-0.3930651414394379,-0.3739541633427143,-0.03901670031249523,0.3482048212364316,0.5315051229670644,0.38257659792900084,-0.057248365245759485,-0.6125075436383486,-1.0542125694453717,-1.1909363223612308,-0.9458348280191422,-0.3990091269253753,0.22803695291280746,0.6603361697494984,0.709532691091299,0.3977638146560639,-0.02421930931508541,-0.21189979154616595,0.037470947187393903,0.595704410597682,1.016820619404316,0.796507824268192,-0.2554944884777069,-1.7821719746291638,-2.9896782582998274,-3.0925705552101137,-1.836831859946251,0.25635392088443043,2.1351062351465226,2.8370866763591764,2.094601593464613,0.5097991330176592,-0.8412717488128691,-1.1220095397531986,-0.2778206444531679,0.9718015402555465,1.6828683358430863,1.3773228148557246,0.3696340997517109,-0.5054430990107357,-0.5508921925723552,0.2519212646409869,1.2319709759857504,1.551512322574854,0.8556768238171935,-0.4567774908617139,-1.5511821953952312,-1.811078300178051,-1.310743775367737,-0.7301005732640624,-0.7781265950202942,-1.5856015068292617,-2.5599237712472678,-2.832407630085945,-1.954399273097515,-0.28944879546761515,1.2231747747398913,1.7661861941218375,1.2657400795072318,0.44692410856485365,0.26826549991965293,1.1649100112635642,2.684836042970419,3.8034203100204467,3.6799708569049834,2.2808688068389893,0.3997806163132191,-0.9293887245468795,-1.1700511735677719,-0.6125998516380787,-0.06632619456155225,-0.17880534578114748,-0.9234037166042254,-1.645560680627823,-1.612513225376606,-0.6234630886709783,0.7951897879503668,1.750648898780346,1.6129496017470957,0.4351362707169028,-1.1305948184430599,-2.321010847687721,-2.762160456776619,-2.6169983476400374,-2.3183511176146565,-2.149275599271059,-2.024149883389473,-1.6282930502295494,-0.7671485007554293,0.38944205999374387,1.3819253438711165,1.7970782327465713,1.5914885139465331,1.1390169060230255,0.9593576577305793,1.3338634632527828,2.0972062650322916,2.753556107580662,2.8219887155294416,2.1571236567199232,1.0281737864017486,-0.072507629878819,-0.7336488059163093,-0.8323644521832466,-0.5350001683831215,-0.13803653472103178,0.11353375723585486,0.11804823471233249,-0.09785866387654096,-0.4420698397606611,-0.804613136202097,-1.0765308301895857,-1.1679701866582035,-1.046129234135151,-0.7722500845044852,-0.4921373379975557,-0.36068847998976705,-0.439773688018322,-0.6457387609034777,-0.7970943837985396,-0.7380121457390487,-0.44903137259185316,-0.059324151948094365,0.2518068154156208,0.3888526526093483,0.40326003059744836,0.43347777529619635,0.5680729677854106,0.7437714215368032,0.7690824186615646
513_FED_20161215_3T2_PL2017,MD_funct,Alice,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513_FED_20161215_3T2_PL2017,MD_funct,Alice,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513_FED_20161215_3T2_PL2017,MD_funct,Alice,9,-0.927866439158852,-0.8940014521348046,-0.7116296860381021,-0.6706116199933898,-0.8802172711395936,-1.1395689380598497,-1.0788948953420192,-0.46799958958751986,0.5590312302381069,1.554527497976213,2.0532965990337164,1.8833600315223407,1.2495641277784162,0.5366097938139327,0.007226206932787423,-0.3517905059396415,-0.72102426589877755,-1.1947756675952994,-1.6245725931817885,-1.7118380060083829,-1.2750579299812146,-0.45231846381012386,0.3553865396914278,0.774414095008192,0.7482176626369625,0.578266364513888,0.6673154272558587,1.1659824334689088,1.8132274761158336,2.1112581040911578,1.7056990329720312,0.6734836665695315,-0.5081179695422048,-1.2864719031563214,-1.4009488782434314,-1.0195698980325918,-0.5642746362189116,-0.38625042350241195,-0.5486494932860673,-0.8585731797927135,-1.075491252078398,-1.0948924201095964,-0.9625622989559496,-0.7494291153543435,-0.4440327922725496,0.014176218174733557,0.5942256262752454,1.0863125238584372,1.1987369260121439,0.7997663757398825,0.10476781302320494,-0.38721223430590584,-0.2166434593901441,0.6701303844986198,1.8013878675966382,2.4396511076001435,2.0713177553067603,0.7873508514047743,-0.7284620587151867,-1.6177034685052596,-1.3977966896585516,-0.2743584150570363,0.9913468433099354,1.564546104335973,1.0474265486585095,-0.30398987666577904,-1.7700079210639537,-2.615521058138158,-2.505063412727805,-1.645587712568273,-0.6062062391806772,0.043992622864541704,0.05481605395897048,-0.4020908546323578,-0.880391251581075,-0.9510555942183642,-0.46358200328776966,0.3723947365709522,1.1277685401004713,1.4288006662391126,1.1941160937888666,0.6793233157882282,0.2941347961355974,0.31052440347837973,0.6647271465359105,1.0011830130289938,0.9376917458747657,0.36405669757676823,-0.45002791757678595,-1.028458242816431,-1.0221701012148212,-0.4531085932761565,0.3178918308385455,0.872826493403933,1.043432811518443,0.9978809535654413,1.0413286001715172,1.30268687627337,1.5799372812087003,1.4885374541218217,0.8005567884265639,-0.3111439878372727,-1.3469971925993491,-1.8385981433376721,-1.7108707188897103,-1.3451890277063794,-1.2702864758599013,-1.713292196795747,-2.3736628291306197,-2.621402192357424,-1.9867323473230138,-0.5663610364033563,0.9795990820202205,1.8570809671319686,1.6818205501762562,0.7346668971685676,-0.25574948397037145,-0.6317168877269708,-0.23910018046562737,0.5297664748211097,1.0806786479713681,1.0643026209646114,0.5925006594525667,0.0966437084449304,-0.021960769847102532,0.3320762601404174,0.9301497995652057,1.422547470610421,1.5709251961429596,1.3416120996363126,0.8413866594442175,0.20705062525844,-0.4391707479953766,-0.9620630974705154,-1.2000723409776886,-1.036116083060299,-0.5157121106906718,0.10823790901885913,0.48921560147894666,0.4078895387801904,-0.06684488204081317,-0.620857505882914
513_FED_20161215_3T2_PL2017,MD_funct,Alice,10,-3.171540684667796,-1.2050659764660236,1.5569749360292917,3.902287881137157,4.542427320261391,2.936096541519985,-0.2491916904941068,-3.417718016329858,-4.943478443811895,-4.1146316012006485,-1.507892098294438,1.4285889849095244,3.263922453631958,3.3375368862013732,1.9307353004376042,-0.13340426476727826,-2.067983665413577,-3.4506532589813497,-4.168896675542263,-4.188560488396229,-3.4491926126457675,-1.9917186218425535,-0.1425203819692667,1.5118717719695045,2.4350663706522475,2.5178647441096063,2.187292654790716,2.102322898289588,2.6391313960728215,3.5728502232849846,4.22971263125881,4.006877644510218,2.8484356579708163,1.291628570956349,0.046402720398298104,-0.543353124880422,-0.71197178059766,-0.9899860847959941,-1.679901363117245,-2.5477765628626114,-3.0033765580583536,-2.619797119785252,-1.5443058449356837,-0.43490107019541174,0.04256897986206055,-0.2582137923050976,-0.8602595100789902,-1.0812941473214983,-0.6291605224654706,0.12997392464039506,0.47021347125374463,-0.06423312700971277,-1.2222743243078835,-2.1817149430625045,-2.1709406236833386,-1.0843890869315258,0.4085192960327341,1.3605601807506231,1.2639381441457567,0.4247664558785559,-0.2947074837226252,-0.15609465341311785,0.8868167358486229,2.161701952689921,2.7893336018617503,2.3200755493676946,1.016921609808805,-0.3860501357655953,-1.2102780705898446,-1.2223755252970459,-0.6328193726402954,0.2036461913352357,1.0706793459759532,1.9153744039667429,2.6529362306274398,3.0066811656151726,2.6019265215549314,1.279267936901009,-0.6426770209218375,-2.4243716454164277,-3.303969626289992,-2.970778970189193,-1.7640992599249607,-0.4460562244586276,0.28281048420408017,0.17292311870521504,-0.5366781939369596,-1.4024513590586734,-2.1136436804710907,-2.6116939092872244,-2.939450349642097,-3.0114274689766143,-2.5574190490974154,-1.3253519789729153,0.6162401686252655,2.7483283283987214,4.298286695019057,4.663499579156692,3.7756452998431516,2.1493190878774135,0.5793925027401016,-0.3066862928365537,-0.349964517178204,0.15558994490969297,0.7396688833215027,1.075131240707991,1.1271790973034364,1.0659906651934001,1.0469390307576871,1.0388664118161577,0.8259738157146933,0.17615424748510122,-0.9476896784554086,-2.2857982215533337,-3.372262376769237,-3.7789472420984995,-3.3700814106957795,-2.403457767382378,-1.3952134942460084,-0.8108699016536738,-0.769920311891652,-0.9659260181975622,-0.8790048161776658,-0.15892009509691574,1.080999027932899,2.28342180248654,2.7973634364672613,2.333288361690226,1.199173434126685,0.13124849441537292,-0.17944437515451478,0.4633193994926916,1.651415350594812,2.669011232077277,2.9618844853010864,2.4314794495549736,1.3666276823395473,0.12847161598560608,-1.1044034413180828,-2.3057448748185547,-3.3469414164517692,-3.8156034167528112
